Code  ┃Name                 ┃City       ┃University ┃Branches   ┃Capacity   ┃Price      ┃Threshold  ┃Observations ┃Coefficients
81043 ┃Pedagogia            ┃Girona     ┃UdG        ┃CSJ        ┃60         ┃0          ┃8.138000   ┃16 ┃1,1,0,2,0,0,0,0,0...

71020 ┃Pedagogia            ┃Tarragona  ┃URV        ┃CSJ        ┃45         ┃0          ┃8.062000   ┃16 ┃1,1,0,2,0,0,0,0,0...

41025 ┃Periodisme           ┃Barcelona  ┃UPF        ┃CSJ        ┃80         ┃0          ┃10.866000  ┃21 ┃0,0,0,2,0,0,0,0,0...

21096 ┃Periodisme           ┃Cerdany... ┃UAB        ┃CSJ        ┃160        ┃0          ┃9.718000   ┃16 ┃0,0,0,2,0,0,0,0,0...

71021 ┃Periodisme           ┃Tarragona  ┃URV        ┃CSJ        ┃45         ┃0          ┃8.822000   ┃16 ┃0,0,0,2,0,0,0,0,0...

91014 ┃Periodisme           ┃Vic        ┃UVic-UCC   ┃CSJ        ┃50         ┃6058       ┃5.000000   ┃None ┃0,0,0,2,0,0,0,0,0...

71045 ┃Pilot_d'Aviacio_C... ┃Reus       ┃URV        ┃EA         ┃30         ┃31800      ┃5.721000   ┃01,01-17 ┃0,0,1,0,0,2,0,2,0...

11046 ┃Podologia            ┃L'Hospi... ┃UB         ┃CS         ┃80         ┃0          ┃8.513000   ┃16 ┃0,0,2,0,0,0,0,2,0...

91045 ┃Podologia            ┃Manresa    ┃UVic-UCC   ┃CS         ┃80         ┃6133       ┃5.000000   ┃None ┃0,0,2,0,0,0,0,2,0...

21054 ┃Prevencio_i_Segur... ┃Cerdany... ┃UAB        ┃CSJ        ┃88         ┃5940       ┃5.000000   ┃17 ┃0,0,0,0,0,0,0,0,0...

21113 ┃Prevencio_i_Segur... ┃Cerdany... ┃UAB        ┃CSJ        ┃33         ┃5940       ┃5.000000   ┃05,05-17 ┃0,0,0,0,0,0,0,0,0...

11111 ┃Produccio_de_Musi... ┃Barcelona  ┃UB         ┃AH         ┃60         ┃8220       ┃5.142000   ┃01,01-17 ┃2,2,0,0,0,0,1,2,2...

11047 ┃Psicologia           ┃Barcelona  ┃UB         ┃CS         ┃432        ┃0          ┃10.064000  ┃16 ┃0,0,2,0,0,0,0,1,0...

21081 ┃Psicologia           ┃Cerdany... ┃UAB        ┃CS         ┃360        ┃0          ┃9.887000   ┃16 ┃0,0,2,0,0,0,0,1,0...

81033 ┃Psicologia           ┃Girona     ┃UdG        ┃CS         ┃80         ┃0          ┃9.785000   ┃16 ┃0,0,2,0,0,0,0,1,0...

61020 ┃Psicologia           ┃Lleida     ┃UdL        ┃CS         ┃60         ┃0          ┃9.770000   ┃16 ┃0,0,2,0,0,0,0,1,0...

71022 ┃Psicologia           ┃Tarragona  ┃URV        ┃CS         ┃125        ┃0          ┃9.576000   ┃16 ┃0,0,2,0,0,0,0,1,0...

91022 ┃Psicologia           ┃Vic        ┃UVic-UCC   ┃CS         ┃120        ┃6058       ┃7.979000   ┃None ┃0,0,2,0,0,0,0,1,0...

41004 ┃Publicitat_i_Rela... ┃Barcelona  ┃UPF        ┃CSJ        ┃80         ┃0          ┃11.848000  ┃21 ┃0,0,0,2,0,0,2,0,1...

21097 ┃Publicitat_i_Rela... ┃Cerdany... ┃UAB        ┃CSJ        ┃80         ┃0          ┃11.129000  ┃16 ┃0,0,0,2,0,0,2,0,1...

81002 ┃Publicitat_i_Rela... ┃Girona     ┃UdG        ┃CSJ        ┃70         ┃0          ┃9.916000   ┃16 ┃0,0,0,2,0,0,2,0,1...

71023 ┃Publicitat_i_Rela... ┃Tarragona  ┃URV        ┃CSJ        ┃45         ┃0          ┃10.166000  ┃16 ┃0,0,0,2,0,0,2,0,1...

91015 ┃Publicitat_i_Rela... ┃Vic        ┃UVic-UCC   ┃CSJ        ┃55         ┃6058       ┃5.000000   ┃None ┃0,0,0,2,0,0,2,0,1...

11093 ┃Publicitat,_Relac... ┃Barcelona  ┃UB         ┃CSJ        ┃150        ┃6450       ┃8.717000   ┃17 ┃0,0,0,2,0,0,2,0,1...

11049 ┃Quimica              ┃Barcelona  ┃UB         ┃C          ┃180        ┃0          ┃9.673000   ┃16 ┃0,0,0,0,0,0,0,2,0...

21082 ┃Quimica              ┃Cerdany... ┃UAB        ┃C          ┃120        ┃0          ┃9.396000   ┃16 ┃0,0,0,0,0,0,0,2,0...

81034 ┃Quimica              ┃Girona     ┃UdG        ┃C          ┃60         ┃0          ┃8.326000   ┃16 ┃0,0,0,0,0,0,0,2,0...

71024 ┃Quimica              ┃Tarragona  ┃URV        ┃C          ┃60         ┃0          ┃8.722000   ┃16 ┃0,0,0,0,0,0,0,2,0...

71066 ┃Quimica_(docencia... ┃Tarragona  ┃URV        ┃C          ┃30         ┃0          ┃7.859000   ┃03,03-16 ┃0,0,0,0,0,0,0,2,0...

21123 ┃Relacions_Interna... ┃Cerdany... ┃UAB        ┃CSJ        ┃50         ┃0          ┃11.592000  ┃16 ┃0,0,1,0,1,0,1,1,1...

11050 ┃Relacions_Laborals   ┃Barcelona  ┃UB         ┃CSJ        ┃170        ┃0          ┃8.004000   ┃16 ┃0,0,1,0,0,0,0,0,0...

41026 ┃Relacions_Laborals   ┃Barcelona  ┃UPF        ┃CSJ        ┃180        ┃0          ┃7.526000   ┃21 ┃0,0,1,0,0,0,0,0,0...

21055 ┃Relacions_Laborals   ┃Cerdany... ┃UAB        ┃CSJ        ┃125        ┃0          ┃8.076000   ┃16 ┃0,0,1,0,0,0,0,0,0...

61033 ┃Relacions_Laboral... ┃Lleida     ┃UdL        ┃CSJ        ┃30         ┃3900       ┃5.000000   ┃17 ┃0,0,1,0,0,0,0,0,0...

71082 ┃Relacions_Laboral... ┃Tarragona  ┃URV        ┃CSJ        ┃65         ┃0          ┃7.322000   ┃16 ┃0,0,1,0,0,0,0,0,0...

11076 ┃Seguretat            ┃Mollet_... ┃UB         ┃CSJ        ┃60         ┃0          ┃9.080000   ┃16 ┃0,0,1,0,0,0,0,1,0...

11063 ┃Sociologia           ┃Barcelona  ┃UB         ┃CSJ        ┃130        ┃0          ┃7.156000   ┃16 ┃0,0,1,0,1,0,1,1,1...

21056 ┃Sociologia           ┃Cerdany... ┃UAB        ┃CSJ        ┃110        ┃0          ┃6.934000   ┃16 ┃0,0,1,0,1,0,1,1,1...

91915 ┃Tecnologies_Indus... ┃Barcelona  ┃UPC/UPF    ┃EA         ┃50         ┃0          ┃12.250000  ┃21,21-28 ┃0,0,0,0,0,0,0,2,0...

31038 ┃Tecnologies_Marines  ┃Barcelona  ┃UPC        ┃EA         ┃40         ┃0          ┃6.936000   ┃21 ┃0,0,0,0,0,2,0,2,0...

21057 ┃Terapia_Ocupacion... ┃Terrassa   ┃EUIT/UAB   ┃CS         ┃80         ┃6945       ┃5.000000   ┃17 ┃0,0,2,0,0,0,0,1,0...

91016 ┃Terapia_Ocupacion... ┃Vic        ┃UVic-UCC   ┃CS         ┃40         ┃5473       ┃5.000000   ┃None ┃0,0,2,0,0,0,0,1,0...

21058 ┃Traduccio_i_Inter... ┃Cerdany... ┃UAB        ┃AH         ┃40         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

41040 ┃Traduccio_i_Inter... ┃Barcelona  ┃UPF        ┃AH         ┃70         ┃0          ┃5.000000   ┃21 ┃0,0,0,0,0,0,0,0,0...

41006 ┃Traduccio_i_Inter... ┃Barcelona  ┃UPF        ┃AH         ┃85         ┃0          ┃5.000000   ┃01,01-21 ┃0,0,0,0,0,0,0,0,0...

21064 ┃Traduccio_i_Inter... ┃Cerdany... ┃UAB        ┃AH         ┃140        ┃0          ┃6.242000   ┃01,01-16 ┃0,0,0,0,0,0,0,0,0...

21065 ┃Traduccio_i_Inter... ┃Cerdany... ┃UAB        ┃AH         ┃50         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

11051 ┃Treball_Social       ┃Barcelona  ┃UB         ┃CSJ        ┃240        ┃0          ┃7.787000   ┃16 ┃0,0,0,0,0,0,0,0,0...

81044 ┃Treball_Social       ┃Girona     ┃UdG        ┃CSJ        ┃60         ┃0          ┃7.362000   ┃16 ┃0,0,0,0,0,0,0,0,0...

61034 ┃Treball_Social       ┃Lleida     ┃UdL        ┃CSJ        ┃80         ┃0          ┃6.776000   ┃16 ┃0,0,0,0,0,0,0,0,0...

71026 ┃Treball_Social       ┃Tarragona  ┃URV        ┃CSJ        ┃85         ┃0          ┃6.776000   ┃16 ┃0,0,0,0,0,0,0,0,0...

11011 ┃Turisme_"CETT"       ┃Barcelona  ┃UB         ┃CSJ        ┃152        ┃6974       ┃5.000000   ┃17 ┃1,1,0,0,0,0,0,0,2...

11086 ┃Turisme_"CETT"_(d... ┃Barcelona  ┃UB         ┃CSJ        ┃65         ┃6974       ┃5.000000   ┃17 ┃1,1,0,0,0,0,0,0,2...

81036 ┃Turisme_"Euroaula"   ┃Barcelona  ┃UdG        ┃CSJ        ┃100        ┃4340       ┃5.000000   ┃17 ┃1,1,0,0,0,0,0,0,2...

81038 ┃Turisme_"Mediterr... ┃Barcelona  ┃UdG        ┃CSJ        ┃100        ┃5415       ┃5.000000   ┃17 ┃1,1,0,0,0,0,0,0,2...

21059 ┃Turisme              ┃Cerdany... ┃UAB        ┃CSJ        ┃100        ┃5220       ┃5.000000   ┃17 ┃1,1,0,0,0,0,0,0,2...

21114 ┃Turisme_(docencia... ┃Cerdany... ┃UAB        ┃CSJ        ┃60         ┃5220       ┃5.000000   ┃17 ┃1,1,0,0,0,0,0,0,2...

81039 ┃Turisme              ┃Girona     ┃UdG        ┃CSJ        ┃70         ┃0          ┃5.000000   ┃16 ┃1,1,0,0,0,0,0,0,2...

61021 ┃Turisme              ┃Lleida     ┃UdL        ┃CSJ        ┃35         ┃0          ┃5.000000   ┃16 ┃1,1,0,0,0,0,0,0,2...

81076 ┃Turisme/Geografia... ┃Girona     ┃UdG        ┃CSJ        ┃10         ┃0          ┃5.000000   ┃04,04-16 ┃1,1,1,0,1,0,0,0,2...

81062 ┃Turisme/Marquetin... ┃Barcelona  ┃UdG        ┃CSJ        ┃25         ┃6685       ┃5.000000   ┃04,04-17 ┃1,1,0,0,0,0,0,0,2...

81077 ┃Turisme/Publicita... ┃Girona     ┃UdG        ┃CSJ        ┃15         ┃0          ┃9.660000   ┃04,04-16 ┃1,1,0,2,0,0,2,0,2...

21083 ┃Veterinaria          ┃Cerdany... ┃UAB        ┃CS         ┃115        ┃0          ┃11.930000  ┃16 ┃0,0,2,0,0,0,0,2,0...

      ┃                     ┃           ┃           ┃           ┃0          ┃0          ┃11.930000  ┃ ┃


